id,tx_ref,from_account_id,to_account_id,amount,channel,timestamp,is_flagged,tags
1147,TX-0001147,954,650,1936.87,P2P,2025-11-15T22:39:07.097073,False,legit
1148,TX-0001148,847,823,1034.04,Wallet,2025-11-14T10:44:07.097073,False,legit
1149,TX-0001149,563,903,1910.02,Wallet,2025-11-16T05:56:07.097073,False,legit
1150,TX-0001150,560,1147,2451.12,QR,2025-11-14T11:14:07.097073,False,legit
1151,TX-0001151,912,1408,1718.13,QR,2025-11-18T14:50:07.097073,False,legit
1152,TX-0001152,1432,853,69.36,Wallet,2025-11-22T11:45:07.097073,False,legit
1153,TX-0001153,957,1160,552.58,Bills,2025-11-18T13:45:07.097073,False,legit
1154,TX-0001154,1409,1332,1964.83,Wallet,2025-11-20T15:15:07.097073,False,legit
1155,TX-0001155,587,538,1366.71,Wallet,2025-11-20T07:47:07.097073,False,legit
1156,TX-0001156,1054,791,573.65,QR,2025-11-18T07:45:07.097073,False,legit
1157,TX-0001157,849,1276,1607.43,P2P,2025-11-26T07:07:07.097073,False,legit
1158,TX-0001158,1107,765,641.28,QR,2025-11-14T11:07:07.097073,False,legit
1159,TX-0001159,1018,614,1843.37,QR,2025-11-13T16:41:07.097073,False,legit
1160,TX-0001160,1143,1020,918.46,P2P,2025-11-26T10:13:07.097073,False,legit
1161,TX-0001161,806,1087,1855.30,QR,2025-11-19T17:29:07.097073,False,legit
1162,TX-0001162,1325,1264,2473.05,Wallet,2025-11-17T13:35:07.097073,False,legit
1163,TX-0001163,807,792,1683.96,Wallet,2025-11-13T12:39:07.097073,False,legit
1164,TX-0001164,1033,1256,656.70,Wallet,2025-11-21T13:13:07.097073,False,legit
1165,TX-0001165,966,601,409.06,Bills,2025-11-20T22:45:07.097073,False,legit
1166,TX-0001166,595,564,1090.97,Bills,2025-11-24T18:13:07.097073,False,legit
1167,TX-0001167,957,580,954.77,Bills,2025-11-18T06:28:07.097073,False,legit
1168,TX-0001168,1032,1298,1017.22,Bills,2025-11-22T11:05:07.097073,False,legit
1169,TX-0001169,951,1206,2331.04,Bills,2025-11-19T19:59:07.097073,False,legit
1170,TX-0001170,648,1018,361.45,Bills,2025-11-15T21:08:07.097073,False,legit
1171,TX-0001171,1492,1222,1307.30,P2P,2025-11-18T18:17:07.097073,False,legit
1172,TX-0001172,967,985,129.89,QR,2025-11-24T21:29:07.097073,False,legit
1173,TX-0001173,1117,1373,1051.12,QR,2025-11-25T06:02:07.097073,False,legit
1174,TX-0001174,797,542,1330.80,QR,2025-11-25T15:08:07.097073,False,legit
1175,TX-0001175,884,811,770.25,Wallet,2025-11-26T20:41:07.097073,False,legit
1176,TX-0001176,1303,1104,1083.30,QR,2025-11-12T15:52:07.097073,False,legit
1177,TX-0001177,721,688,2056.86,P2P,2025-11-19T21:22:07.097073,False,legit
1178,TX-0001178,1061,858,215.53,Bills,2025-11-26T09:07:07.097073,False,legit
1179,TX-0001179,1087,818,1436.12,QR,2025-11-12T12:40:07.097073,False,legit
1180,TX-0001180,987,1355,1814.08,Wallet,2025-11-17T20:49:07.097073,False,legit
1181,TX-0001181,1017,1152,1179.29,Bills,2025-11-19T20:27:07.097073,False,legit
1182,TX-0001182,1388,1246,846.78,Bills,2025-11-14T12:19:07.097073,False,legit
1183,TX-0001183,739,1422,1018.72,P2P,2025-11-18T10:25:07.097073,False,legit
1184,TX-0001184,1254,785,1632.50,Wallet,2025-11-14T00:42:07.097073,False,legit
1185,TX-0001185,1086,1146,2000.59,QR,2025-11-15T06:23:07.097073,False,legit
1186,TX-0001186,1161,627,1627.59,Wallet,2025-11-25T07:03:07.097073,False,legit
1187,TX-0001187,1091,1276,179.54,Wallet,2025-11-17T09:18:07.097073,False,legit
1188,TX-0001188,1015,1419,95.73,Wallet,2025-11-17T00:54:07.097073,False,legit
1189,TX-0001189,782,1306,554.22,Bills,2025-11-13T22:39:07.097073,False,legit
1190,TX-0001190,1327,1047,1536.79,P2P,2025-11-20T08:46:07.097073,False,legit
1191,TX-0001191,1383,1457,106.99,Wallet,2025-11-20T11:23:07.097073,False,legit
1192,TX-0001192,525,1381,1343.36,QR,2025-11-20T22:26:07.097073,False,legit
1193,TX-0001193,618,602,1377.36,Wallet,2025-11-22T19:18:07.097073,False,legit
1194,TX-0001194,762,1287,269.59,Bills,2025-11-22T19:46:07.097073,False,legit
1195,TX-0001195,561,1130,2404.75,P2P,2025-11-24T23:33:07.097073,False,legit
1196,TX-0001196,806,900,291.92,Bills,2025-11-24T14:29:07.097073,False,legit
1197,TX-0001197,765,885,2356.86,P2P,2025-11-12T23:46:07.097073,False,legit
1198,TX-0001198,708,746,1892.73,Wallet,2025-11-17T08:43:07.097073,False,legit
1199,TX-0001199,1021,1271,1285.83,QR,2025-11-25T23:28:07.097073,False,legit
1200,TX-0001200,826,976,1405.15,Bills,2025-11-26T00:33:07.097073,False,legit
1201,TX-0001201,918,1149,622.66,P2P,2025-11-12T16:21:07.097073,False,legit
1202,TX-0001202,1068,1487,1486.12,Wallet,2025-11-25T06:36:07.097073,False,legit
1203,TX-0001203,1168,1305,357.65,Bills,2025-11-17T10:19:07.097073,False,legit
1204,TX-0001204,586,1367,1607.71,Wallet,2025-11-23T12:48:07.097073,False,legit
1205,TX-0001205,1054,673,1965.96,Bills,2025-11-18T06:36:07.097073,False,legit
1206,TX-0001206,963,543,52.45,QR,2025-11-19T19:50:07.097073,False,legit
1207,TX-0001207,501,562,2337.09,QR,2025-11-19T16:59:07.097073,False,legit
1208,TX-0001208,1360,1197,981.38,Wallet,2025-11-21T05:34:07.097073,False,legit
1209,TX-0001209,1361,1023,739.21,P2P,2025-11-24T15:17:07.097073,False,legit
1210,TX-0001210,592,905,1761.15,Wallet,2025-11-13T06:33:07.097073,False,legit
1211,TX-0001211,787,1400,1108.31,QR,2025-11-17T13:51:07.097073,False,legit
1212,TX-0001212,1151,768,2450.12,Bills,2025-11-15T16:13:07.097073,False,legit
1213,TX-0001213,752,1179,2458.40,Wallet,2025-11-21T09:51:07.097073,False,legit
1214,TX-0001214,1483,1114,854.72,Wallet,2025-11-13T01:28:07.097073,False,legit
1215,TX-0001215,1124,988,60.48,Wallet,2025-11-26T11:26:07.097073,False,legit
1216,TX-0001216,1070,1417,1756.40,Bills,2025-11-19T07:10:07.097073,False,legit
1217,TX-0001217,584,1307,2197.96,P2P,2025-11-16T07:09:07.097073,False,legit
1218,TX-0001218,532,1414,2088.61,Bills,2025-11-16T21:20:07.097073,False,legit
1219,TX-0001219,862,1496,2041.31,QR,2025-11-13T12:20:07.097073,False,legit
1220,TX-0001220,682,1360,1931.52,P2P,2025-11-15T21:17:07.097073,False,legit
1221,TX-0001221,974,880,2343.81,P2P,2025-11-19T17:59:07.097073,False,legit
1222,TX-0001222,1261,521,1908.13,QR,2025-11-16T19:00:07.097073,False,legit
1223,TX-0001223,593,1336,1552.93,Wallet,2025-11-22T17:33:07.097073,False,legit
1224,TX-0001224,1006,1491,939.35,Bills,2025-11-22T18:24:07.097073,False,legit
1225,TX-0001225,508,701,2461.45,Bills,2025-11-16T21:45:07.097073,False,legit
1226,TX-0001226,1391,785,1444.30,Wallet,2025-11-19T06:42:07.097073,False,legit
1227,TX-0001227,699,1176,1860.10,Wallet,2025-11-16T23:19:07.097073,False,legit
1228,TX-0001228,1103,632,1877.63,QR,2025-11-24T06:05:07.097073,False,legit
1229,TX-0001229,1377,734,2208.46,QR,2025-11-15T19:00:07.097073,False,legit
1230,TX-0001230,1369,1195,106.64,QR,2025-11-15T06:25:07.097073,False,legit
1231,TX-0001231,1405,965,54.79,P2P,2025-11-20T14:31:07.097073,False,legit
1232,TX-0001232,943,1365,2488.01,P2P,2025-11-22T07:51:07.097073,False,legit
1233,TX-0001233,978,1008,935.61,P2P,2025-11-14T17:53:07.097073,False,legit
1234,TX-0001234,549,785,2300.06,Bills,2025-11-18T14:45:07.097073,False,legit
1235,TX-0001235,506,902,526.79,P2P,2025-11-25T17:50:07.097073,False,legit
1236,TX-0001236,1207,934,2396.55,Wallet,2025-11-12T18:49:07.097073,False,legit
1237,TX-0001237,669,838,811.47,P2P,2025-11-17T00:35:07.097073,False,legit
1238,TX-0001238,992,943,2029.74,QR,2025-11-17T17:00:07.097073,False,legit
1239,TX-0001239,754,611,1210.26,P2P,2025-11-21T14:09:07.097073,False,legit
1240,TX-0001240,1033,1314,630.02,Bills,2025-11-25T22:17:07.097073,False,legit
1241,TX-0001241,1141,958,1468.39,P2P,2025-11-26T00:24:07.097073,False,legit
1242,TX-0001242,887,821,2230.71,P2P,2025-11-15T21:11:07.097073,False,legit
1243,TX-0001243,564,1442,2015.85,QR,2025-11-26T10:48:07.097073,False,legit
1244,TX-0001244,568,605,1710.03,P2P,2025-11-18T15:29:07.097073,False,legit
1245,TX-0001245,1371,891,1034.12,Bills,2025-11-17T17:35:07.097073,False,legit
1246,TX-0001246,1386,1114,1979.31,P2P,2025-11-17T10:04:07.097073,False,legit
1247,TX-0001247,894,976,1998.15,P2P,2025-11-12T13:57:07.097073,False,legit
1248,TX-0001248,1167,1461,1705.65,Bills,2025-11-26T07:53:07.097073,False,legit
1249,TX-0001249,837,1102,521.58,P2P,2025-11-25T23:14:07.097073,False,legit
1250,TX-0001250,1108,1309,2109.91,Wallet,2025-11-12T08:10:07.097073,False,legit
1251,TX-0001251,763,864,1081.47,Bills,2025-11-15T19:12:07.097073,False,legit
1252,TX-0001252,749,641,2002.71,Wallet,2025-11-26T14:54:07.097073,False,legit
1253,TX-0001253,1099,947,1307.16,QR,2025-11-16T14:55:07.097073,False,legit
1254,TX-0001254,1098,1407,1375.80,Wallet,2025-11-24T09:31:07.097073,False,legit
1255,TX-0001255,817,1118,890.11,P2P,2025-11-21T07:52:07.097073,False,legit
1256,TX-0001256,1101,1174,1711.84,Wallet,2025-11-26T08:14:07.097073,False,legit
1257,TX-0001257,1339,1356,1420.65,Bills,2025-11-26T13:48:07.097073,False,legit
1258,TX-0001258,701,1500,540.91,Wallet,2025-11-12T23:12:07.097073,False,legit
1259,TX-0001259,850,694,1686.26,Bills,2025-11-15T14:14:07.097073,False,legit
1260,TX-0001260,1373,1093,1436.94,QR,2025-11-21T11:15:07.097073,False,legit
1261,TX-0001261,837,667,306.88,P2P,2025-11-12T08:37:07.097073,False,legit
1262,TX-0001262,725,1443,59.06,Wallet,2025-11-23T09:37:07.097073,False,legit
1263,TX-0001263,1139,719,635.60,QR,2025-11-15T12:43:07.097073,False,legit
1264,TX-0001264,711,910,501.40,QR,2025-11-27T01:12:07.097073,False,legit
1265,TX-0001265,576,867,123.54,Wallet,2025-11-25T15:37:07.097073,False,legit
1266,TX-0001266,951,700,1596.77,QR,2025-11-13T00:03:07.097073,False,legit
1267,TX-0001267,1499,531,537.85,Wallet,2025-11-22T18:04:07.097073,False,legit
1268,TX-0001268,1407,769,1811.15,Wallet,2025-11-21T19:27:07.097073,False,legit
1269,TX-0001269,701,523,481.39,P2P,2025-11-23T00:50:07.097073,False,legit
1270,TX-0001270,1352,1194,386.25,P2P,2025-11-16T13:59:07.097073,False,legit
1271,TX-0001271,1459,716,797.43,QR,2025-11-23T12:50:07.097073,False,legit
1272,TX-0001272,1177,676,2355.85,Bills,2025-11-14T23:19:07.097073,False,legit
1273,TX-0001273,622,648,2212.67,Wallet,2025-11-24T19:00:07.097073,False,legit
1274,TX-0001274,1046,888,1751.17,Bills,2025-11-21T17:12:07.097073,False,legit
1275,TX-0001275,1444,548,1919.55,Wallet,2025-11-17T07:16:07.097073,False,legit
1276,TX-0001276,802,1309,413.99,P2P,2025-11-23T15:59:07.097073,False,legit
1277,TX-0001277,1394,630,2136.18,Bills,2025-11-17T18:24:07.097073,False,legit
1278,TX-0001278,1245,584,1972.43,P2P,2025-11-14T19:50:07.097073,False,legit
1279,TX-0001279,1021,898,1890.70,QR,2025-11-16T08:31:07.097073,False,legit
1280,TX-0001280,1032,976,488.55,QR,2025-11-15T07:36:07.097073,False,legit
1281,TX-0001281,1212,995,1803.34,Bills,2025-11-19T16:23:07.097073,False,legit
1282,TX-0001282,1096,911,1613.36,P2P,2025-11-14T18:28:07.097073,False,legit
1283,TX-0001283,725,1417,547.35,Wallet,2025-11-13T12:02:07.097073,False,legit
1284,TX-0001284,724,814,1091.31,Wallet,2025-11-20T12:46:07.097073,False,legit
1285,TX-0001285,761,1064,257.66,P2P,2025-11-14T15:28:07.097073,False,legit
1286,TX-0001286,956,1032,911.36,P2P,2025-11-17T09:40:07.097073,False,legit
1287,TX-0001287,1025,1137,874.12,Bills,2025-11-19T10:47:07.097073,False,legit
1288,TX-0001288,919,877,2021.04,QR,2025-11-21T12:29:07.097073,False,legit
1289,TX-0001289,526,684,1132.14,P2P,2025-11-22T13:17:07.097073,False,legit
1290,TX-0001290,1424,585,771.57,P2P,2025-11-18T16:06:07.097073,False,legit
1291,TX-0001291,1449,734,291.10,QR,2025-11-26T00:14:07.097073,False,legit
1292,TX-0001292,1060,706,867.71,QR,2025-11-16T17:00:07.097073,False,legit
1293,TX-0001293,810,1264,2048.13,QR,2025-11-16T19:02:07.097073,False,legit
1294,TX-0001294,1223,1119,2495.09,QR,2025-11-14T01:15:07.097073,False,legit
1295,TX-0001295,1289,807,740.52,Bills,2025-11-21T11:42:07.097073,False,legit
1296,TX-0001296,1342,1094,1906.62,Bills,2025-11-26T08:03:07.097073,False,legit
1297,TX-0001297,1280,1475,415.74,Wallet,2025-11-20T17:48:07.097073,False,legit
1298,TX-0001298,1241,1268,564.19,Bills,2025-11-23T09:48:07.097073,False,legit
1299,TX-0001299,849,1311,260.40,Wallet,2025-11-13T10:54:07.097073,False,legit
1300,TX-0001300,1289,1465,1759.96,Bills,2025-11-23T10:11:07.097073,False,legit
1301,TX-0001301,1374,1072,123.75,Wallet,2025-11-24T15:07:07.097073,False,legit
1302,TX-0001302,1466,1256,73.72,QR,2025-11-14T13:57:07.097073,False,legit
1303,TX-0001303,731,930,1093.01,Bills,2025-11-14T07:11:07.097073,False,legit
1304,TX-0001304,807,834,1488.04,P2P,2025-11-17T20:48:07.097073,False,legit
1305,TX-0001305,658,1476,2485.93,Bills,2025-11-17T12:32:07.097073,False,legit
1306,TX-0001306,710,1472,1007.06,Bills,2025-11-18T19:07:07.097073,False,legit
1307,TX-0001307,987,612,855.66,QR,2025-11-19T22:22:07.097073,False,legit
1308,TX-0001308,676,607,1703.47,P2P,2025-11-24T08:52:07.097073,False,legit
1309,TX-0001309,528,692,537.55,Bills,2025-11-12T15:51:07.097073,False,legit
1310,TX-0001310,711,739,763.21,P2P,2025-11-18T10:01:07.097073,False,legit
1311,TX-0001311,559,878,1320.40,QR,2025-11-24T11:31:07.097073,False,legit
1312,TX-0001312,901,661,2474.51,Bills,2025-11-24T09:13:07.097073,False,legit
1313,TX-0001313,1261,571,1003.03,Wallet,2025-11-12T21:06:07.097073,False,legit
1314,TX-0001314,1392,711,808.91,Bills,2025-11-13T20:07:07.097073,False,legit
1315,TX-0001315,1119,1089,2350.93,Wallet,2025-11-17T08:23:07.097073,False,legit
1316,TX-0001316,1234,1202,1174.44,P2P,2025-11-23T20:40:07.097073,False,legit
1317,TX-0001317,957,566,2070.23,Wallet,2025-11-17T07:36:07.097073,False,legit
1318,TX-0001318,837,1433,1444.61,Bills,2025-11-19T09:45:07.097073,False,legit
1319,TX-0001319,1090,541,1856.36,Bills,2025-11-22T13:42:07.097073,False,legit
1320,TX-0001320,1218,1363,1793.54,Bills,2025-11-22T19:34:07.097073,False,legit
1321,TX-0001321,926,756,489.97,Bills,2025-11-17T09:55:07.097073,False,legit
1322,TX-0001322,894,1433,1664.75,P2P,2025-11-15T12:07:07.097073,False,legit
1323,TX-0001323,1216,1469,156.98,Wallet,2025-11-12T16:12:07.097073,False,legit
1324,TX-0001324,1404,1144,1367.46,P2P,2025-11-16T18:08:07.097073,False,legit
1325,TX-0001325,1431,1006,1057.63,P2P,2025-11-14T12:57:07.097073,False,legit
1326,TX-0001326,579,1274,307.80,QR,2025-11-14T11:33:07.097073,False,legit
1327,TX-0001327,962,669,669.28,P2P,2025-11-18T09:46:07.097073,False,legit
1328,TX-0001328,528,575,1615.22,Bills,2025-11-16T12:32:07.097073,False,legit
1329,TX-0001329,852,1264,1028.39,Bills,2025-11-24T00:15:07.097073,False,legit
1330,TX-0001330,511,757,330.97,Wallet,2025-11-12T14:23:07.097073,False,legit
1331,TX-0001331,1187,1267,1187.40,P2P,2025-11-19T22:43:07.097073,False,legit
1332,TX-0001332,1062,1173,643.62,Wallet,2025-11-19T09:28:07.097073,False,legit
1333,TX-0001333,1341,786,2111.83,P2P,2025-11-24T22:07:07.097073,False,legit
1334,TX-0001334,682,802,354.17,Bills,2025-11-15T19:48:07.097073,False,legit
1335,TX-0001335,580,1188,1920.79,QR,2025-11-16T20:18:07.097073,False,legit
1336,TX-0001336,952,867,485.95,P2P,2025-11-15T07:22:07.097073,False,legit
1337,TX-0001337,722,953,1757.02,P2P,2025-11-13T12:13:07.097073,False,legit
1338,TX-0001338,1207,816,1137.77,P2P,2025-11-17T23:53:07.097073,False,legit
1339,TX-0001339,1291,887,1929.43,Wallet,2025-11-12T12:45:07.097073,False,legit
1340,TX-0001340,1431,745,539.96,Bills,2025-11-27T00:35:07.097073,False,legit
1341,TX-0001341,515,846,2060.29,P2P,2025-11-16T18:01:07.097073,False,legit
1342,TX-0001342,1482,1404,286.68,Wallet,2025-11-13T19:50:07.097073,False,legit
1343,TX-0001343,546,926,1305.63,QR,2025-11-13T14:32:07.097073,False,legit
1344,TX-0001344,1076,1142,514.39,Bills,2025-11-23T10:56:07.097073,False,legit
1345,TX-0001345,624,738,573.76,QR,2025-11-21T19:37:07.097073,False,legit
1346,TX-0001346,516,912,1652.28,Bills,2025-11-26T18:17:07.097073,False,legit
1347,TX-0001347,970,726,211.74,QR,2025-11-13T12:57:07.097073,False,legit
1348,TX-0001348,545,569,2219.38,QR,2025-11-20T08:29:07.097073,False,legit
1349,TX-0001349,605,1230,1363.64,Wallet,2025-11-12T16:57:07.097073,False,legit
1350,TX-0001350,1483,598,1519.67,Bills,2025-11-16T21:00:07.097073,False,legit
1351,TX-0001351,841,680,1606.62,QR,2025-11-12T09:05:07.097073,False,legit
1352,TX-0001352,570,844,93.24,Bills,2025-11-12T12:29:07.097073,False,legit
1353,TX-0001353,1024,1156,1867.44,P2P,2025-11-18T17:36:07.097073,False,legit
1354,TX-0001354,522,1132,1909.41,QR,2025-11-25T17:28:07.097073,False,legit
1355,TX-0001355,1256,939,1905.25,P2P,2025-11-17T23:30:07.097073,False,legit
1356,TX-0001356,641,884,1271.88,Wallet,2025-11-23T12:43:07.097073,False,legit
1357,TX-0001357,710,1158,142.87,Bills,2025-11-12T14:19:07.097073,False,legit
1358,TX-0001358,638,785,827.97,P2P,2025-11-14T07:46:07.097073,False,legit
1359,TX-0001359,1311,925,1637.71,P2P,2025-11-22T17:43:07.097073,False,legit
1360,TX-0001360,1368,1251,861.61,Wallet,2025-11-23T07:08:07.097073,False,legit
1361,TX-0001361,556,1429,2298.31,Wallet,2025-11-23T12:31:07.097073,False,legit
1362,TX-0001362,1034,830,499.69,P2P,2025-11-16T23:20:07.097073,False,legit
1363,TX-0001363,1391,1004,221.46,P2P,2025-11-23T20:43:07.097073,False,legit
1364,TX-0001364,1461,710,357.62,Wallet,2025-11-24T17:29:07.097073,False,legit
1365,TX-0001365,1020,581,1094.29,QR,2025-11-19T19:56:07.097073,False,legit
1366,TX-0001366,1239,703,650.07,Wallet,2025-11-24T15:12:07.097073,False,legit
1367,TX-0001367,793,1091,1148.26,Wallet,2025-11-16T16:16:07.097073,False,legit
1368,TX-0001368,1384,1301,1228.87,Bills,2025-11-21T12:39:07.097073,False,legit
1369,TX-0001369,672,983,1131.37,Bills,2025-11-18T20:13:07.097073,False,legit
1370,TX-0001370,1340,1477,1994.22,Bills,2025-11-26T10:57:07.097073,False,legit
1371,TX-0001371,1375,586,1909.20,QR,2025-11-12T07:12:07.097073,False,legit
1372,TX-0001372,657,1067,1830.29,Bills,2025-11-22T09:43:07.097073,False,legit
1373,TX-0001373,814,965,743.90,Bills,2025-11-18T23:05:07.097073,False,legit
1374,TX-0001374,842,640,1801.42,Wallet,2025-11-23T19:04:07.097073,False,legit
1375,TX-0001375,505,514,2161.06,QR,2025-11-15T08:46:07.097073,False,legit
1376,TX-0001376,915,1448,1068.76,QR,2025-11-20T12:26:07.097073,False,legit
1377,TX-0001377,1002,816,1620.57,P2P,2025-11-17T11:35:07.097073,False,legit
1378,TX-0001378,1407,540,2481.56,Bills,2025-11-25T06:14:07.097073,False,legit
1379,TX-0001379,667,699,1919.23,QR,2025-11-22T08:09:07.097073,False,legit
1380,TX-0001380,1227,1001,1605.70,P2P,2025-11-21T12:23:07.097073,False,legit
1381,TX-0001381,1449,935,1852.38,Bills,2025-11-24T00:22:07.097073,False,legit
1382,TX-0001382,1444,1333,935.47,P2P,2025-11-15T20:30:07.097073,False,legit
1383,TX-0001383,768,1120,1165.90,Wallet,2025-11-16T16:52:07.097073,False,legit
1384,TX-0001384,754,1117,1466.94,Wallet,2025-11-17T01:07:07.097073,False,legit
1385,TX-0001385,620,1290,276.15,Bills,2025-11-15T11:58:07.097073,False,legit
1386,TX-0001386,1224,1101,2436.66,Wallet,2025-11-25T11:06:07.097073,False,legit
1387,TX-0001387,670,1350,1095.84,QR,2025-11-15T08:27:07.097073,False,legit
1388,TX-0001388,1491,1046,1663.29,QR,2025-11-20T11:30:07.097073,False,legit
1389,TX-0001389,1271,1398,2314.59,P2P,2025-11-13T21:49:07.097073,False,legit
1390,TX-0001390,1152,1087,1952.89,Wallet,2025-11-21T16:22:07.097073,False,legit
1391,TX-0001391,1267,715,2328.54,QR,2025-11-21T01:19:07.097073,False,legit
1392,TX-0001392,673,1336,1254.72,P2P,2025-11-25T11:17:07.097073,False,legit
1393,TX-0001393,1038,927,1653.58,Bills,2025-11-15T19:43:07.097073,False,legit
1394,TX-0001394,681,884,506.68,Wallet,2025-11-24T08:56:07.097073,False,legit
1395,TX-0001395,687,1015,2373.78,Wallet,2025-11-19T19:12:07.097073,False,legit
1396,TX-0001396,706,561,1887.29,Wallet,2025-11-14T16:41:07.097073,False,legit
1397,TX-0001397,1424,1393,1051.54,P2P,2025-11-16T19:52:07.097073,False,legit
1398,TX-0001398,582,801,259.98,QR,2025-11-25T23:21:07.097073,False,legit
1399,TX-0001399,851,531,1484.83,Bills,2025-11-19T22:06:07.097073,False,legit
1400,TX-0001400,510,563,701.90,P2P,2025-11-26T22:14:07.097073,False,legit
1401,TX-0001401,717,1035,1989.88,QR,2025-11-20T08:57:07.097073,False,legit
1402,TX-0001402,985,1276,875.72,QR,2025-11-20T12:53:07.097073,False,legit
1403,TX-0001403,1199,1412,890.54,Wallet,2025-11-21T13:13:07.097073,False,legit
1404,TX-0001404,1182,909,977.17,QR,2025-11-26T14:16:07.097073,False,legit
1405,TX-0001405,1326,603,57.56,Bills,2025-11-13T20:48:07.097073,False,legit
1406,TX-0001406,527,1117,351.09,QR,2025-11-18T17:03:07.097073,False,legit
1407,TX-0001407,878,963,1564.96,Bills,2025-11-16T07:58:07.097073,False,legit
1408,TX-0001408,924,1177,510.44,QR,2025-11-17T00:58:07.097073,False,legit
1409,TX-0001409,1149,869,2189.91,QR,2025-11-14T10:23:07.097073,False,legit
1410,TX-0001410,740,1122,1237.11,P2P,2025-11-15T13:39:07.097073,False,legit
1411,TX-0001411,939,1462,2332.13,Bills,2025-11-12T22:07:07.097073,False,legit
1412,TX-0001412,1252,895,769.96,Wallet,2025-11-23T07:47:07.097073,False,legit
1413,TX-0001413,1398,1086,1972.91,P2P,2025-11-15T21:11:07.097073,False,legit
1414,TX-0001414,1010,1316,263.37,Bills,2025-11-13T19:48:07.097073,False,legit
1415,TX-0001415,1418,957,2389.88,Wallet,2025-11-19T17:14:07.097073,False,legit
1416,TX-0001416,717,675,1895.47,P2P,2025-11-16T21:56:07.097073,False,legit
1417,TX-0001417,946,1233,121.59,QR,2025-11-12T12:27:07.097073,False,legit
1418,TX-0001418,1285,788,589.92,Bills,2025-11-22T21:20:07.097073,False,legit
1419,TX-0001419,1182,640,2310.70,Bills,2025-11-16T22:27:07.097073,False,legit
1420,TX-0001420,1315,1209,865.36,P2P,2025-11-23T13:50:07.097073,False,legit
1421,TX-0001421,887,1433,1807.73,Bills,2025-11-15T06:22:07.097073,False,legit
1422,TX-0001422,1490,1377,1120.56,Wallet,2025-11-23T16:42:07.097073,False,legit
1423,TX-0001423,619,798,264.82,QR,2025-11-25T19:07:07.097073,False,legit
1424,TX-0001424,1263,1465,334.46,Wallet,2025-11-21T14:51:07.097073,False,legit
1425,TX-0001425,1477,890,1463.45,QR,2025-11-26T23:26:07.097073,False,legit
1426,TX-0001426,1105,1049,515.15,Bills,2025-11-20T14:38:07.097073,False,legit
1427,TX-0001427,1290,874,2003.92,Wallet,2025-11-12T07:48:07.097073,False,legit
1428,TX-0001428,1180,1117,1497.40,Bills,2025-11-26T01:14:07.097073,False,legit
1429,TX-0001429,1052,1373,1178.48,QR,2025-11-24T18:04:07.097073,False,legit
1430,TX-0001430,1012,1197,1166.67,QR,2025-11-17T20:34:07.097073,False,legit
1431,TX-0001431,1265,1182,2130.36,P2P,2025-11-13T14:37:07.097073,False,legit
1432,TX-0001432,817,1015,2476.32,QR,2025-11-25T05:57:07.097073,False,legit
1433,TX-0001433,990,1147,2080.28,QR,2025-11-19T12:41:07.097073,False,legit
1434,TX-0001434,561,1330,866.20,Wallet,2025-11-13T17:52:07.097073,False,legit
1435,TX-0001435,1218,1254,178.79,Wallet,2025-11-13T08:54:07.097073,False,legit
1436,TX-0001436,1245,902,782.80,Wallet,2025-11-14T00:48:07.097073,False,legit
1437,TX-0001437,1062,902,876.65,Bills,2025-11-16T13:39:07.097073,False,legit
1438,TX-0001438,1276,901,1008.10,QR,2025-11-18T15:54:07.097073,False,legit
1439,TX-0001439,1214,1446,527.98,Bills,2025-11-13T22:13:07.097073,False,legit
1440,TX-0001440,635,832,1893.05,P2P,2025-11-17T15:10:07.097073,False,legit
1441,TX-0001441,969,1171,451.05,Bills,2025-11-24T09:04:07.097073,False,legit
1442,TX-0001442,799,1419,404.82,Wallet,2025-11-24T01:14:07.097073,False,legit
1443,TX-0001443,871,1244,2147.55,Wallet,2025-11-25T12:41:07.097073,False,legit
1444,TX-0001444,1474,938,1714.64,P2P,2025-11-24T22:16:07.097073,False,legit
1445,TX-0001445,865,1498,1211.00,P2P,2025-11-26T07:57:07.097073,False,legit
1446,TX-0001446,1166,847,1503.81,Bills,2025-11-24T17:11:07.097073,False,legit
1447,TX-0001447,535,622,640.10,QR,2025-11-19T19:39:07.097073,False,legit
1448,TX-0001448,1169,1264,969.66,P2P,2025-11-15T09:43:07.097073,False,legit
1449,TX-0001449,1386,1338,1643.26,Bills,2025-11-22T13:00:07.097073,False,legit
1450,TX-0001450,512,623,335.74,Bills,2025-11-25T08:09:07.097073,False,legit
1451,TX-0001451,731,524,1487.78,Bills,2025-11-17T16:12:07.097073,False,legit
1452,TX-0001452,1211,1264,281.66,Wallet,2025-11-17T12:26:07.097073,False,legit
1453,TX-0001453,996,1161,1771.71,Wallet,2025-11-22T22:09:07.097073,False,legit
1454,TX-0001454,834,566,1798.73,Wallet,2025-11-13T11:42:07.097073,False,legit
1455,TX-0001455,1333,1218,98.38,Bills,2025-11-18T23:22:07.097073,False,legit
1456,TX-0001456,1032,1358,1482.57,P2P,2025-11-15T18:28:07.097073,False,legit
1457,TX-0001457,1489,1175,2249.13,Wallet,2025-11-25T01:22:07.097073,False,legit
1458,TX-0001458,1069,958,2011.26,P2P,2025-11-25T21:09:07.097073,False,legit
